ID Escenario,HU,Escenario,Precondición,Paso,Action,Data,Expected Result
TC-020,HU_01,Validación de longitud exacta en RFC y CURP,Layout con registros: uno con RFC de 12 caracteres (inválido) y CURP de 18 (válido); otro con RFC de 13 (válido) y CURP de 17 (inválido).,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-020,HU_01,Validación de longitud exacta en RFC y CURP,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro A: RFC 12 posiciones / CURP 18; Registro B: RFC 13 / CURP 17,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-020,HU_01,Validación de longitud exacta en RFC y CURP,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-020,HU_01,Validación de longitud exacta en RFC y CURP,,4,Verificar el detalle de rechazos por campo.,N/A,"El RFC de 12 posiciones se marca no válido por ""longitud distinta de 13""; el CURP de 17 posiciones se marca no válido por longitud distinta de 18"
TC-021,HU_01,RFC con formato inválido,"Layout con 1 registro cuyo RFC no cumple la estructura alfanumérica esperada (13 posiciones con patrón RFC), aunque tenga longitud correcta.",1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-021,HU_01,RFC con formato inválido,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro con RFC de 13 caracteres pero formato/patrón inválido,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-021,HU_01,RFC con formato inválido,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-021,HU_01,RFC con formato inválido,,4,Verificar el detalle de rechazos.,N/A,"El registro se marca como no válido por ""formato de RFC inválido"""
TC-022,HU_01,Validación de longitud máxima en correo electrónico,Layout con 1 registro cuyo correo electrónico excede 40 caracteres.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-022,HU_01,Validación de longitud máxima en correo electrónico,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro con correo electrónico de 41+ caracteres,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-022,HU_01,Validación de longitud máxima en correo electrónico,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-022,HU_01,Validación de longitud máxima en correo electrónico,,4,Verificar el detalle de rechazos.,N/A,"El registro se marca como no válido por ""longitud excedida"" en correo electrónico"
TC-023,HU_01,Rango Salarial opcional con longitud máxima (40 posiciones),Layout con 1 registro con Rango Salarial de 40 caracteres (límite) y otro de 41 caracteres.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-023,HU_01,Rango Salarial opcional con longitud máxima (40 posiciones),,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro A: Rango Salarial 40 caracteres; Registro B: 41 caracteres,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-023,HU_01,Rango Salarial opcional con longitud máxima (40 posiciones),,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-023,HU_01,Rango Salarial opcional con longitud máxima (40 posiciones),,4,Verificar validación del campo opcional.,N/A,El registro con 40 caracteres es válido; el de 41 caracteres se marca no válido por longitud excedida
TC-024,HU_01,Cumplimiento de reglas del layout (pestaña 'Reglas'),Layout con registros que cumplen todas las reglas específicas descritas en la pestaña 'Reglas' del Excel anexo a la HU.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-024,HU_01,Cumplimiento de reglas del layout (pestaña 'Reglas'),,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registros conforme a la pestaña 'Reglas',"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-024,HU_01,Cumplimiento de reglas del layout (pestaña 'Reglas'),,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-024,HU_01,Cumplimiento de reglas del layout (pestaña 'Reglas'),,4,Verificar validación de reglas del layout.,N/A,Los registros cumplen lo establecido en la pestaña 'Reglas' y continúan el flujo
TC-025,HU_01,Incumplimiento de reglas del layout (pestaña 'Reglas'),Layout con al menos 1 registro que incumple una regla específica de la pestaña 'Reglas' del Excel anexo.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-025,HU_01,Incumplimiento de reglas del layout (pestaña 'Reglas'),,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro que incumple una regla de la pestaña 'Reglas',"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-025,HU_01,Incumplimiento de reglas del layout (pestaña 'Reglas'),,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-025,HU_01,Incumplimiento de reglas del layout (pestaña 'Reglas'),,4,Verificar el detalle de rechazos.,N/A,"El registro se marca como no válido, indicando el motivo de incumplimiento según la pestaña 'Reglas'"
TC-026,HU_01,RFC y CURP válidos con coincidencia en RENAPO,Layout con 1 registro con RFC/CURP con formato correcto y existentes/coincidentes en RENAPO (usar datos de prueba certificados por el ambiente de RENAPO).,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-026,HU_01,RFC y CURP válidos con coincidencia en RENAPO,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro con RFC/CURP válidos y coincidentes en RENAPO,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-026,HU_01,RFC y CURP válidos con coincidencia en RENAPO,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-026,HU_01,RFC y CURP válidos con coincidencia en RENAPO,,4,Verificar el resultado de la validación de identidad.,N/A,El registro supera la validación de identidad contra RENAPO
TC-027,HU_01,CURP no coincide en RENAPO,Layout con 1 registro cuyo CURP tiene formato válido pero no existe/no coincide en RENAPO.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-027,HU_01,CURP no coincide en RENAPO,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro con CURP válido en formato pero sin coincidencia en RENAPO,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-027,HU_01,CURP no coincide en RENAPO,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-027,HU_01,CURP no coincide en RENAPO,,4,Verificar el detalle de rechazos.,N/A,"El registro se marca como no válido por ""CURP no encontrada en RENAPO"""
TC-028,HU_01,RENAPO no disponible / timeout (resiliencia),Layout con registros válidos; ambiente/mock de RENAPO configurado para simular caída de servicio o timeout.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-028,HU_01,RENAPO no disponible / timeout (resiliencia),,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registros válidos con servicio RENAPO simulado como no disponible,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-028,HU_01,RENAPO no disponible / timeout (resiliencia),,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-028,HU_01,RENAPO no disponible / timeout (resiliencia),,4,Verificar comportamiento del sistema ante la falla del servicio externo.,N/A,"El sistema maneja el error de forma controlada (reintento o marca de pendiente/error de validación), sin caída del proceso batch completo"
TC-029,HU_01,Cliente con cuenta de nómina existente activa (2100/2110),Layout con 1 registro cuyo RFC/CURP corresponde a un cliente con Producto 2100/Subproducto 2110 en estatus 'activo' en el core bancario.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-029,HU_01,Cliente con cuenta de nómina existente activa (2100/2110),,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro de empleado con cuenta 2100/2110 activa,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-029,HU_01,Cliente con cuenta de nómina existente activa (2100/2110),,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-029,HU_01,Cliente con cuenta de nómina existente activa (2100/2110),,4,Verificar el detalle de rechazos y la notificación a la empresa.,N/A,"El registro se marca como ""cliente con cuenta de nómina existente"", no se permite el pre-registro y se notifica a la empresa"
TC-030,HU_01,Cliente con cuenta de nómina previa cancelada (2100/2110),Layout con 1 registro cuyo RFC/CURP corresponde a un cliente con Producto 2100/Subproducto 2110 en estatus 'cancelado'.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-030,HU_01,Cliente con cuenta de nómina previa cancelada (2100/2110),,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro de empleado con cuenta 2100/2110 cancelada,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-030,HU_01,Cliente con cuenta de nómina previa cancelada (2100/2110),,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-030,HU_01,Cliente con cuenta de nómina previa cancelada (2100/2110),,4,Verificar el resultado de la validación de cuenta existente.,N/A,El registro sí puede pre-registrarse (la cuenta cancelada no bloquea el proceso)
TC-031,HU_01,Empleado sin cuenta de nómina previa,Layout con 1 registro cuyo RFC/CURP no tiene ninguna cuenta 2100/2110 asociada.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-031,HU_01,Empleado sin cuenta de nómina previa,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro de empleado sin cuenta de nómina previa,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-031,HU_01,Empleado sin cuenta de nómina previa,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-031,HU_01,Empleado sin cuenta de nómina previa,,4,Verificar continuidad del registro en el proceso.,N/A,El registro continúa en el proceso de validación de negocio
TC-032,HU_01,Cumplimiento de todas las reglas de negocio internas,Layout con 1 registro que cumple todas las reglas de negocio internas descritas en la pestaña 'Reglas' del layout.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-032,HU_01,Cumplimiento de todas las reglas de negocio internas,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro que cumple todas las reglas de negocio,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-032,HU_01,Cumplimiento de todas las reglas de negocio internas,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-032,HU_01,Cumplimiento de todas las reglas de negocio internas,,4,Verificar el resultado final de validación.,N/A,El registro se considera válido
TC-033,HU_01,Incumplimiento de una regla de negocio interna,Layout con 1 registro que incumple una regla de negocio interna (según pestaña 'Reglas').,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-033,HU_01,Incumplimiento de una regla de negocio interna,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Registro que incumple una regla de negocio,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-033,HU_01,Incumplimiento de una regla de negocio interna,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-033,HU_01,Incumplimiento de una regla de negocio interna,,4,Verificar el detalle de rechazos.,N/A,El registro se marca como no válido y se registra el motivo de rechazo correspondiente
TC-034,HU_01,"Registro previamente rechazado, corregido y reenviado",Existe en base de datos un registro marcado como no válido de un envío previo. Se reenvía un nuevo layout con el mismo empleado corregido.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-034,HU_01,"Registro previamente rechazado, corregido y reenviado",,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman","Layout con el registro previamente rechazado, ahora corregido","Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-034,HU_01,"Registro previamente rechazado, corregido y reenviado",,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-034,HU_01,"Registro previamente rechazado, corregido y reenviado",,4,Consultar el estatus histórico del registro en base de datos.,Folio/registro previo,"El registro queda actualizado a estatus válido/OK, conservando el tracking histórico del rechazo anterior"
TC-035,HU_01,Almacenamiento de registros válidos y generación de folio,Layout con registros válidos (ver TC-005).,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-035,HU_01,Almacenamiento de registros válidos y generación de folio,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Layout con registros válidos,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-035,HU_01,Almacenamiento de registros válidos y generación de folio,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-035,HU_01,Almacenamiento de registros válidos y generación de folio,,4,Consultar base de datos / respuesta de folio generado.,N/A,"Los registros válidos se almacenan en base de datos, se genera un folio con fecha y hora, y queda asociado a la solicitud del layout"
TC-036,HU_01,Layout totalmente inválido,"Layout Excel donde todos los registros incumplen alguna validación (estructura, identidad o negocio).",1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-036,HU_01,Layout totalmente inválido,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Layout con todos los registros inválidos,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-036,HU_01,Layout totalmente inválido,,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-036,HU_01,Layout totalmente inválido,,4,Verificar base de datos y notificación enviada.,N/A,No se almacena ningún registro; se notifica a la empresa con el detalle de todos los rechazos
TC-037,HU_01,Layout con registros mixtos (válidos e inválidos),Layout Excel con al menos 1 registro válido y al menos 1 registro inválido en el mismo archivo.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-037,HU_01,Layout con registros mixtos (válidos e inválidos),,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Layout con registros mixtos válidos/inválidos,"Se obtiene un código 200 OK y el mensaje en el Response:
{
 ""message"": ""Archivo recibido, procesamiento iniciado""
}"
TC-037,HU_01,Layout con registros mixtos (válidos e inválidos),,3,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"Se obtiene un código 200 OK y el response manda notificación con código 202 ACCEPTED: ""The layout ingestion and validation batch process has been triggered and is being executed."" / ""Process started successfully"""
TC-037,HU_01,Layout con registros mixtos (válidos e inválidos),,4,Verificar base de datos y notificación enviada.,N/A,Se almacenan únicamente los registros válidos y se genera folio; los inválidos se reportan en el detalle de rechazos
